Player,Color,Opponent,PlayerElo,OpponentElo,Result,Date,UTCTime,Opening,NumMoves
player_37,White,opponent_1635,1933,2026,1-0,2025-10-01,00:14:54,Queen's Pawn Game,93
player_10,Black,opponent_0436,1923,2003,0-1,2025-10-01,00:15:48,Nimzo-Larsen Attack: Classical Variation,80
player_21,White,opponent_0658,1870,1844,0-1,2025-10-01,00:15:10,Benoni Defense: HromÇ­dka System,48
player_30,White,opponent_0336,2198,2230,0-1,2025-10-01,00:15:05,Benoni Defense: Old Benoni,54
player_13,Black,opponent_1218,2276,2251,0-1,2025-10-01,00:15:44,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",58
player_20,White,opponent_1303,2292,2338,0-1,2025-10-01,00:15:46,Tarrasch Defense: Two Knights Variation,92
player_05,White,opponent_0888,2043,2153,1-0,2025-10-01,00:15:13,Van Geet Opening: Hector Gambit,43
player_34,White,opponent_1015,2189,2200,0-1,2025-10-01,00:15:38,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",104
player_33,Black,opponent_0158,2135,2157,0-1,2025-10-01,00:15:38,Barnes Defense,70
player_12,Black,opponent_1809,2018,2021,0-1,2025-10-01,00:15:27,Indian Defense,62
player_02,Black,opponent_0846,2036,2039,0-1,2025-10-01,00:15:27,Nimzo-Larsen Attack,72
player_01,Black,opponent_1953,2088,2189,0-1,2025-10-01,00:15:28,Benoni Defense: French Benoni,30
player_35,Black,opponent_0695,2211,2202,0-1,2025-10-01,00:15:58,"Caro-Kann Defense: Advance Variation, Short Variation",108
player_24,White,opponent_0812,2257,2296,0-1,2025-10-01,00:15:59,Semi-Slav Defense,72
player_25,White,opponent_0258,1885,1904,0-1,2025-10-01,00:15:41,King's Pawn Game: Gunderam Gambit,78
player_36,White,opponent_1695,1863,1859,0-1,2025-10-01,00:15:31,Scandinavian Defense: Valencian Variation,52
player_35,White,opponent_0695,2205,2208,1-0,2025-10-01,00:15:32,Queen's Pawn Game,51
player_27,White,opponent_1255,2151,2148,1-0,2025-10-01,00:15:32,Sicilian Defense: Old Sicilian,63
player_05,Black,opponent_0888,2050,2145,1-0,2025-10-01,00:15:33,Queen's Pawn Game: Colle System,45
player_26,Black,opponent_1382,1981,2315,1-0,2025-10-01,00:15:33,Torre Attack: Classical Defense,85
player_14,White,opponent_1098,1950,1947,1-0,2025-10-01,00:15:35,Petrov's Defense: Modern Attack,63
player_01,White,opponent_0613,2095,2084,1-0,2025-10-01,00:16:35,Slav Defense,67
player_05,White,opponent_0888,2046,2150,0-1,2025-10-01,00:16:00,Pirc Defense,88
player_39,Black,opponent_1226,2132,2060,0-1,2025-10-01,00:16:02,Scandinavian Defense: Gubinsky-Melts Defense,68
player_11,Black,opponent_1731,1970,1977,0-1,2025-10-01,00:16:02,Zukertort Opening: Tennison Gambit,58
player_03,Black,opponent_1206,1907,1809,1-0,2025-10-01,00:16:06,Pirc Defense,17
player_16,White,opponent_1022,2301,2270,0-1,2025-10-01,00:16:20,French Defense: Two Knights Variation,46
player_03,Black,opponent_0769,1894,1801,1-0,2025-10-01,00:16:45,Queen's Pawn Game: Colle System,24
player_29,White,opponent_1881,2161,2164,1-0,2025-10-01,00:16:45,"Sicilian Defense: Closed, Traditional",47
player_23,Black,opponent_1630,2239,2379,0-1,2025-10-01,00:16:09,Hungarian Opening,30
player_40,White,opponent_1837,2276,2154,0-1,2025-10-01,00:16:14,Van't Kruijs Opening,72
player_28,White,opponent_0604,1941,1953,0-1,2025-10-01,00:16:18,Caro-Kann Defense,110
player_07,Black,opponent_0619,2059,2047,0-1,2025-10-01,00:16:18,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",34
player_04,Black,opponent_0839,2164,2203,0-1,2025-10-01,00:16:18,"French Defense: Rubinstein Variation, Blackburne Defense",72
player_08,Black,opponent_1116,1932,1899,1-0,2025-10-01,00:16:18,Van Geet Opening,81
player_24,Black,opponent_1061,2252,2300,0-1,2025-10-01,00:17:32,Scandinavian Defense: Mieses-Kotroc Variation,34
player_26,Black,opponent_1382,1978,2318,1-0,2025-10-01,00:17:33,Torre Attack: Classical Defense,103
player_03,Black,opponent_1172,1900,1848,1-0,2025-10-01,00:16:24,Zukertort Opening: Pirc Invitation,17
player_32,White,opponent_0826,2360,2419,1-0,2025-10-01,00:16:24,Indian Defense: Tartakower Attack,61
player_06,Black,opponent_0328,2062,2116,1-0,2025-10-01,00:16:40,Queen's Pawn Game,55
player_35,White,opponent_0695,2216,2196,0-1,2025-10-01,00:16:41,Queen's Pawn Game: Zukertort Variation,88
player_26,White,opponent_1382,1979,2317,0-1,2025-10-01,00:16:42,King's Indian Attack: French Variation,66
player_05,Black,opponent_0888,2042,2154,1-0,2025-10-01,00:16:42,Queen's Pawn Game: Colle System,77
player_19,White,opponent_1199,1903,1851,1-0,2025-10-01,00:16:43,Sicilian Defense,81
player_07,White,opponent_1677,2064,2007,1-0,2025-10-01,00:17:02,Dutch Defense,85
player_38,White,opponent_1957,1980,2027,1-0,2025-10-01,00:17:06,Benoni Defense: Old Benoni,47
player_37,Black,opponent_1635,1941,2019,0-1,2025-10-01,00:17:15,Hungarian Opening,73
player_30,White,opponent_1890,2193,2225,1-0,2025-10-01,00:17:19,Sicilian Defense: Closed,57
player_13,White,opponent_1779,2281,2234,0-1,2025-10-01,00:17:19,Queen's Pawn Game: Zukertort Variation,92
player_36,White,opponent_1323,1857,1840,1-0,2025-10-01,00:17:35,Ruy Lopez: Classical Variation,39
player_21,Black,opponent_0503,1864,1880,1-0,2025-10-01,00:16:32,Zukertort Opening: Lemberger Gambit,65
player_35,White,opponent_0695,2216,2197,0-1,2025-10-01,00:17:46,Queen's Pawn Game: Zukertort Variation,88
player_23,White,opponent_0947,2247,2313,1-0,2025-10-01,00:17:00,French Defense: Knight Variation,67
player_06,White,opponent_0204,2057,2013,1-0,2025-10-01,00:17:37,Saragossa Opening,49
player_35,Black,opponent_0695,2210,2203,0-1,2025-10-01,00:17:22,Caro-Kann Defense,44
player_39,White,opponent_0308,2137,2101,1-0,2025-10-01,00:18:21,Philidor Defense,57
player_01,Black,opponent_0613,2101,2079,1-0,2025-10-01,00:18:21,Benoni Defense: Old Benoni,7
player_02,Black,opponent_1141,2042,1978,0-1,2025-10-01,00:17:44,Nimzo-Larsen Attack,54
player_05,White,opponent_0888,2030,2165,0-1,2025-10-01,00:18:35,Pirc Defense,92
player_12,White,opponent_1449,2024,2027,0-1,2025-10-01,00:17:29,Sicilian Defense: Closed,86
player_05,White,opponent_0888,2038,2158,0-1,2025-10-01,00:17:24,Scandinavian Defense,72
player_27,Black,opponent_1255,2158,2142,1-0,2025-10-01,00:17:55,Dutch Defense,99
player_33,White,opponent_0264,2142,2096,1-0,2025-10-01,00:17:55,Saragossa Opening,47
player_23,Black,opponent_0947,2254,2307,0-1,2025-10-01,00:18:24,Queen's Pawn Game: Symmetrical Variation,80
player_04,White,opponent_1094,2170,2170,1-0,2025-10-01,00:18:25,Scandinavian Defense: Mieses-Kotroc Variation,72
player_22,White,opponent_0461,2222,2279,1-0,2025-10-01,00:16:38,French Defense: Normal Variation,75
player_11,White,opponent_0616,1976,2006,1-0,2025-10-01,00:17:59,Queen's Pawn Game,77
player_20,Black,opponent_1303,2287,2343,0-1,2025-10-01,00:17:59,Scotch Game,38
player_29,Black,opponent_1881,2166,2158,1-0,2025-10-01,00:18:01,Scandinavian Defense: Main Line,99
player_05,Black,opponent_0888,2034,2162,1-0,2025-10-01,00:18:01,Queen's Pawn Game: Colle System,73
player_25,Black,opponent_0258,1880,1909,0-1,2025-10-01,00:17:50,French Defense: Exchange Variation,56
player_14,Black,opponent_0606,1956,1959,0-1,2025-10-01,00:17:52,Queen's Pawn Game: Levitsky Attack,48
player_16,Black,opponent_1233,2294,2259,1-0,2025-10-01,00:17:52,Sicilian Defense: Closed,65
player_01,White,opponent_2017,2095,2067,1-0,2025-10-01,00:18:32,Queen's Gambit Declined: Exchange Variation,35
player_24,Black,opponent_0533,2266,2368,0-1,2025-10-01,00:19:00,Queen's Pawn Game: Symmetrical Variation,108
player_28,Black,opponent_1979,1936,1865,1-0,2025-10-01,00:18:51,Benoni Defense: Old Benoni,44
player_34,Black,opponent_0593,2183,2084,1/2-1/2,2025-10-01,00:18:04,Caro-Kann Defense: Exchange Variation,94
player_10,Black,opponent_1478,1930,1938,1-0,2025-10-01,00:18:07,Sicilian Defense: Smith-Morra Gambit,45
player_24,White,opponent_0533,2258,2375,1-0,2025-10-01,00:18:07,Queen's Gambit Declined: Three Knights Variation,42
player_32,White,opponent_1623,2367,2389,0-1,2025-10-01,00:18:04,Queen's Pawn Game,122
player_20,White,opponent_1303,2294,2336,1-0,2025-10-01,00:18:44,Queen's Pawn Game: Krause Variation,69
player_30,Black,opponent_1174,2199,2258,0-1,2025-10-01,00:18:44,Bird Opening: Dutch Variation,42
player_21,White,opponent_0996,1859,1861,0-1,2025-10-01,00:18:44,Queen's Gambit Accepted: Schwartz Defense,48
player_35,White,opponent_0695,2204,2209,1-0,2025-10-01,00:19:04,Queen's Pawn Game: Zukertort Variation,81
player_38,Black,opponent_1254,1986,1961,0-1,2025-10-01,00:19:05,French Defense: Normal Variation,46
player_35,Black,opponent_0695,2210,2203,0-1,2025-10-01,00:19:44,Caro-Kann Defense: Exchange Variation,92
player_28,Black,opponent_1987,1929,1852,0-1,2025-10-01,00:19:45,"Sicilian Defense: Closed, Traditional",78
player_36,Black,opponent_1503,1863,1881,1-0,2025-10-01,00:18:54,Van't Kruijs Opening,69
player_08,White,opponent_0677,1925,1876,1-0,2025-10-01,00:18:58,English Opening: King's English Variation,47
player_02,White,opponent_1572,2046,2034,1-0,2025-10-01,00:19:15,Hungarian Opening: Indian Defense,57
player_37,White,opponent_1635,1948,2012,1-0,2025-10-01,00:19:17,Caro-Kann Defense: Main Line,57
player_35,Black,opponent_0695,2210,2203,1-0,2025-10-01,00:18:26,Caro-Kann Defense: Exchange Variation,65
player_40,Black,opponent_1837,2268,2161,0-1,2025-10-01,00:18:41,English Defense,38
player_25,White,opponent_1323,1886,1841,0-1,2025-10-01,00:19:18,King's Pawn Game: Schulze-MÇ¬ller Gambit,58
player_12,White,opponent_0912,2018,2030,1-0,2025-10-01,00:19:45,Van Geet Opening,81
player_06,Black,opponent_0929,2062,2083,1-0,2025-10-01,00:18:45,Caro-Kann Defense,83
player_19,Black,opponent_1199,1907,1846,1-0,2025-10-01,00:18:46,Barnes Defense,33
player_10,White,opponent_1692,1925,1918,1-0,2025-10-01,00:19:34,Slav Defense,75
player_05,Black,opponent_0875,2021,2052,1-0,2025-10-01,00:19:52,Zukertort Opening: Tennison Gambit,79
player_30,Black,opponent_0608,2206,2240,0-1,2025-10-01,00:19:52,Scandinavian Defense: Modern Variation,51
player_16,White,opponent_1233,2288,2266,0-1,2025-10-01,00:19:52,Bird Opening,76
player_31,Black,opponent_0663,2034,2034,1-0,2025-10-01,00:19:26,French Defense: Two Knights Variation,75
player_07,White,opponent_0878,2069,2091,0-1,2025-10-01,00:19:26,Queen's Pawn Game: Torre Attack,64
player_13,Black,opponent_0908,2275,2253,1-0,2025-10-01,00:19:26,Caro-Kann Defense: Breyer Variation,49
player_05,White,opponent_0875,2027,2046,0-1,2025-10-01,00:19:27,Sicilian Defense: Closed,38
player_22,White,opponent_1382,2229,2315,0-1,2025-10-01,00:20:17,Sicilian Defense: Smith-Morra Gambit,82
player_29,White,opponent_0505,2161,2150,0-1,2025-10-01,00:20:18,"Vienna Game: Stanley Variation, Three Knights Variation",98
player_11,Black,opponent_0616,1982,2000,1-0,2025-10-01,00:19:56,Van't Kruijs Opening,65
player_14,White,opponent_0755,1962,1963,0-1,2025-10-01,00:19:56,French Defense: Exchange Variation,56
player_40,White,opponent_1837,2272,2157,1-0,2025-10-01,00:19:57,Van't Kruijs Opening,25
player_33,Black,opponent_0225,2147,2160,0-1,2025-10-01,00:19:59,Queen's Pawn Game,44
player_01,Black,opponent_2017,2100,2056,0-1,2025-10-01,00:19:59,Bird Opening,30
player_38,Black,opponent_1824,1992,1986,0-1,2025-10-01,00:20:09,English Opening: Agincourt Defense,52
player_35,White,opponent_0695,2216,2198,1-0,2025-10-01,00:20:26,Queen's Pawn Game: Zukertort Variation,75
player_05,White,opponent_0875,2016,2057,1-0,2025-10-01,00:20:28,Owen Defense,89
player_06,Black,opponent_0083,2057,1581,0-1,2025-10-01,00:20:11,Caro-Kann Defense: Breyer Variation,24
player_08,Black,opponent_1098,1930,1936,0-1,2025-10-01,00:20:12,French Defense: Exchange Variation,72
player_34,White,opponent_1593,2182,2079,1-0,2025-10-01,00:20:12,French Defense: Advance Variation,45
player_23,White,opponent_0947,2260,2300,1-0,2025-10-01,00:20:14,French Defense: Knight Variation,61
player_32,Black,opponent_1261,2362,2322,1-0,2025-10-01,00:20:28,Nimzo-Larsen Attack: Indian Variation,107
player_40,Black,opponent_1837,2276,2154,0-1,2025-10-01,00:20:32,English Defense,52
player_35,Black,opponent_0695,2221,2192,1-0,2025-10-01,00:21:02,Caro-Kann Defense,73
player_05,Black,opponent_0875,2023,2051,1-0,2025-10-01,00:21:05,Caro-Kann Defense,63
player_39,White,opponent_1706,2142,2160,0-1,2025-10-01,00:20:39,Queen's Pawn Game,72
player_06,White,opponent_0224,2057,2318,0-1,2025-10-01,00:20:40,Saragossa Opening,66
player_20,Black,opponent_1303,2300,2330,1/2-1/2,2025-10-01,00:20:53,"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",132
player_27,White,opponent_0777,2151,2146,0-1,2025-10-01,00:20:33,GrÇ¬nfeld Defense: Three Knights Variation,60
player_19,White,opponent_1199,1901,1853,1-0,2025-10-01,00:20:35,Sicilian Defense: McDonnell Attack,65
player_24,White,opponent_0533,2273,2360,1-0,2025-10-01,00:21:15,"Queen's Gambit Declined: Three Knights, Vienna Variation",75
player_25,Black,opponent_1513,1880,1822,0-1,2025-10-01,00:21:16,Horwitz Defense,108
player_36,White,opponent_0688,1858,1858,1-0,2025-10-01,00:21:10,Ruy Lopez: Cozio Defense,29
player_01,White,opponent_2017,2105,2051,0-1,2025-10-01,00:20:58,Benoni Defense: Old Benoni,48
player_04,Black,opponent_1027,2176,2192,1-0,2025-10-01,00:20:36,Horwitz Defense,83
player_37,White,opponent_1167,1954,1932,1-0,2025-10-01,00:20:46,Rapport-Jobava System,29
player_21,Black,opponent_1653,1853,1875,1-0,2025-10-01,00:20:46,Van't Kruijs Opening,65
player_22,Black,opponent_1382,2224,2319,0-1,2025-10-01,00:21:31,Zukertort Opening: Pirc Invitation,94
player_07,Black,opponent_0164,2064,2092,1-0,2025-10-01,00:21:40,Mieses Opening,95
player_35,White,opponent_0695,2215,2198,0-1,2025-10-01,00:21:42,Queen's Pawn Game: Zukertort Variation,62
player_05,White,opponent_0875,2017,2056,0-1,2025-10-01,00:21:43,Sicilian Defense: Closed,66
player_30,White,opponent_1611,2212,2229,0-1,2025-10-01,00:20:51,Englund Gambit Declined: Reversed French,70
player_09,Black,opponent_1869,2164,2067,0-1,2025-10-01,00:20:51,Modern Defense,80
player_18,Black,opponent_0280,2065,2089,0-1,2025-10-01,00:20:51,Sicilian Defense: Modern Variations,66
player_38,White,opponent_0032,1997,2052,0-1,2025-10-01,00:21:37,Mieses Opening,58
player_02,Black,opponent_1870,2052,1997,0-1,2025-10-01,00:21:37,Mieses Opening,58
player_06,White,opponent_1328,2055,2118,0-1,2025-10-01,00:21:53,Saragossa Opening,70
player_37,Black,opponent_0407,1960,1964,1/2-1/2,2025-10-01,00:21:53,Queen's Gambit Declined: Marshall Defense,108
player_31,White,opponent_1242,2028,2012,1-0,2025-10-01,00:21:56,Owen Defense,71
player_14,Black,opponent_0534,1956,1976,1-0,2025-10-01,00:22:01,Scandinavian Defense,65
player_28,White,opponent_0366,1933,1936,1-0,2025-10-01,00:22:01,French Defense: Knight Variation,71
player_08,Black,opponent_1341,1936,1933,1-0,2025-10-01,00:22:01,French Defense: Knight Variation,71
player_33,White,opponent_1605,2153,2186,0-1,2025-10-01,00:22:01,Saragossa Opening,72
player_34,Black,opponent_1590,2186,2153,0-1,2025-10-01,00:22:01,Saragossa Opening,72
player_12,Black,opponent_1957,2024,2021,1-0,2025-10-01,00:21:44,Nimzo-Larsen Attack: Indian Variation,79
player_10,White,opponent_1167,1931,1926,0-1,2025-10-01,00:21:44,"Nimzo-Indian Defense: Normal Variation, Classical Defense",64
player_35,Black,opponent_0695,2209,2204,0-1,2025-10-01,00:22:14,Caro-Kann Defense,86
player_05,Black,opponent_0875,2012,2061,1-0,2025-10-01,00:22:16,Zukertort Opening: Tennison Gambit,75
player_16,Black,opponent_0194,2282,2401,1-0,2025-10-01,00:22:17,"Pterodactyl Defense: Western, Rhamphorhynchus",81
player_36,White,opponent_0474,1863,1918,0-1,2025-10-01,00:22:20,Philidor Defense: Exchange Variation,26
player_40,White,opponent_0758,2280,2228,0-1,2025-10-01,00:22:43,Nimzo-Larsen Attack: Modern Variation,76
player_01,White,opponent_1039,2099,2093,1-0,2025-10-01,00:22:24,Montevideo Defense,59
player_04,White,opponent_1881,2171,2171,1-0,2025-10-01,00:22:38,Sicilian Defense: Old Sicilian,75
player_29,Black,opponent_1648,2155,2090,0-1,2025-10-01,00:22:41,Queen's Gambit Declined: Marshall Defense,48
player_03,White,opponent_1560,1886,1830,1-0,2025-10-01,00:22:41,Bird Opening: Williams Gambit,27
player_13,Black,opponent_0595,2269,2317,1-0,2025-10-01,00:22:08,Caro-Kann Defense: Exchange Variation,85
player_11,Black,opponent_1384,1977,1953,1/2-1/2,2025-10-01,00:22:08,Scandinavian Defense,125
player_05,White,opponent_0875,2007,2066,1-0,2025-10-01,00:22:51,Sicilian Defense: Closed,79
player_35,White,opponent_0695,2215,2199,0-1,2025-10-01,00:22:54,Blackmar-Diemer Gambit,56
player_19,Black,opponent_1551,1906,1889,1-0,2025-10-01,00:22:31,Zukertort Opening: Tennison Gambit,39
player_22,White,opponent_1382,2232,2312,0-1,2025-10-01,00:22:57,Benoni Defense: Old Benoni,74
player_30,Black,opponent_1611,2207,2235,0-1,2025-10-01,00:22:59,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",54
player_32,White,opponent_1261,2355,2328,1-0,2025-10-01,00:22:48,Queen's Pawn Game,121
player_27,Black,opponent_0777,2145,2151,1-0,2025-10-01,00:22:34,Indian Defense,45
player_39,Black,opponent_0505,2136,2156,1/2-1/2,2025-10-01,00:22:43,Nimzo-Larsen Attack: Classical Variation,129
player_20,White,opponent_1303,2301,2330,1-0,2025-10-01,00:23:23,Queen's Pawn Game: Krause Variation,95
player_03,Black,opponent_1785,1891,1935,0-1,2025-10-01,00:23:25,Pirc Defense,50
player_36,Black,opponent_1560,1859,1825,0-1,2025-10-01,00:23:25,Pirc Defense,112
player_35,Black,opponent_0695,2209,2205,0-1,2025-10-01,00:23:25,"Caro-Kann Defense: Advance Variation, Short Variation",100
player_21,White,opponent_0990,1848,1871,0-1,2025-10-01,00:23:06,Queen's Gambit Declined: Queen's Knight Variation,42
player_18,White,opponent_0900,2072,2087,1-0,2025-10-01,00:23:10,Owen Defense,79
player_05,Black,opponent_0875,2014,2059,1-0,2025-10-01,00:23:29,Caro-Kann Defense,83
player_24,Black,opponent_1130,2280,2348,1-0,2025-10-01,00:23:30,Queen's Gambit Declined: Marshall Defense,115
player_09,White,opponent_0575,2207,2217,0-1,2025-10-01,00:23:30,Modern Defense,90
player_07,Black,opponent_1269,2059,2048,1-0,2025-10-01,00:23:57,Nimzowitsch Defense,43
player_05,White,opponent_0875,2009,2064,0-1,2025-10-01,00:24:07,French Defense,74
player_35,White,opponent_0695,2214,2199,0-1,2025-10-01,00:24:07,Slav Defense: Modern Line,94
player_12,Black,opponent_0048,2019,2015,0-1,2025-10-01,00:23:45,Indian Defense: Pawn Push Variation,62
player_06,Black,opponent_1838,2051,2061,1-0,2025-10-01,00:24:00,Caro-Kann Defense,99
player_02,White,opponent_1569,2057,2040,1-0,2025-10-01,00:24:04,Nimzo-Larsen Attack,51
player_38,Black,opponent_0735,1993,1972,0-1,2025-10-01,00:24:06,French Defense: Knight Variation,46
player_37,White,opponent_0324,1960,1960,1-0,2025-10-01,00:24:06,Indian Defense,77
player_31,Black,opponent_0473,2034,2044,1-0,2025-10-01,00:24:09,Vienna Game,101
player_22,Black,opponent_0657,2227,2274,0-1,2025-10-01,00:24:21,French Defense: Franco-Sicilian Defense,64
player_21,Black,opponent_1595,1843,1822,1-0,2025-10-01,00:24:24,Alekhine Defense,77
player_08,White,opponent_1921,1930,1864,1-0,2025-10-01,00:24:14,English Opening: Great Snake Variation,63
player_29,White,opponent_1706,2160,2160,0-1,2025-10-01,00:24:14,Vienna Game,58
player_28,White,opponent_0773,1939,1924,0-1,2025-10-01,00:24:17,Zukertort Opening: Tennison Gambit,30
player_04,White,opponent_1370,2176,2092,0-1,2025-10-01,00:24:33,Scandinavian Defense: Mieses-Kotroc Variation,72
player_34,White,opponent_0007,2191,2192,1/2-1/2,2025-10-01,00:24:19,Blackmar-Diemer Gambit: Blackmar Gambit,107
player_27,White,opponent_1837,2139,2150,1-0,2025-10-01,00:24:19,Caro-Kann Defense,28
player_11,White,opponent_1817,1977,1920,1-0,2025-10-01,00:24:19,Nimzo-Larsen Attack: English Variation,45
player_01,White,opponent_0226,2104,2133,1-0,2025-10-01,00:24:26,Benoni Defense: French Benoni,65
player_13,White,opponent_1020,2264,2251,1-0,2025-10-01,00:24:26,English Defense,77
player_19,White,opponent_1551,1900,1895,1-0,2025-10-01,00:24:27,Scandinavian Defense,55
player_10,White,opponent_1521,1925,1928,0-1,2025-10-01,00:23:53,Queen's Pawn Game: Modern Defense,80
